1 14760
1 21076
1 20084
1 21147
1 7517
1 6071
1 3158
1 8063
1 1751
1 19854
1 12541
1 17898
1 19865
1 25601
1 4660
1 22527
1 25446
1 16847
1 13506
1 12020
1 9977
1 1556
1 25716
1 7275
1 9431
1 10725
1 17974
1 18670
1 24592
1 6795
1 19020
1 15878
1 2638
1 2969
1 10961
1 16586
1 22516
1 18286
1 16210
1 7732
1 23639
1 311
1 8946
1 400
1 13021
1 21597
1 16879
1 13123
1 4367
1 7936
1 16735
1 17487
1 715
1 25873
1 11655
1 22889
1 14280
1 12011
1 15914
1 23781
1 10245
1 2278
1 19483
1 19209
1 19754
1 15826
1 6705
1 16338
1 9190
1 15163
1 4397
1 13317
1 22094
1 25084
1 6016
1 2099
1 25294
1 11817
1 2478
1 21331
1 16142
1 24939
1 9601
1 8020
1 25685
1 17487
1 14641
1 12541
1 14788
1 400
1 273
1 9658
1 6445
1 20586
1 4533
1 5344
1 2378
1 16694
1 5558
1 22200
1 2478
1 16348
1 25015
1 10021
1 21041
1 6205
1 891
1 1392
1 9095
1 131
1 25879
1 15054
1 3762
1 25418
1 16983
1 14561
1 9289
1 18257
1 3476
1 25103
1 17818
1 16793
1 16815
1 24456
1 21366
1 7479
1 20803
1 5548
1 16384
1 631
1 24553
1 5009
1 24601
1 13861
1 18498
1 12008
1 20188
1 10267
1 19590
1 14933
1 18712
1 18064
1 11349
1 16208
1 25477
1 24191
1 5788
1 5288
1 23043
1 4539
1 8890
1 8536
1 9741
1 7621
1 14451
1 24199
1 22889
1 21199
1 23337
1 3074
1 10942
1 13036
1 1012
1 2486
1 16573
1 8628
1 8041
1 16496
1 3135
1 25368
1 18571
1 2120
1 104
1 23242
1 5065
1 13700
1 15798
1 15426
1 11866
1 25015
1 1209
1 17239
1 10189
1 13326
1 22480
1 21223
1 3382
1 715
1 25198
1 15167
1 11843
1 14287
1 411
1 24780
1 13599
1 5440
1 9179
1 410
1 14066
1 12305
1 21431
1 19360
1 8137
1 12272
1 6181
1 19539
1 6844
1 4626
1 20849
1 17883
1 24586
1 22804
1 9395
1 14828
1 3917
1 24513
1 17065
1 264
1 19923
1 4710
1 1064
1 2644
1 10162
1 21490
1 22340
1 24660
1 3016
1 9567
1 24925
1 10942
1 4348
1 1192
1 7344
1 11817
1 1704
1 8478
1 1703
