1,1631,1
1,3591,1
1,10272,1
1,14851,1
1,4662,1
1,13172,1
1,12684,1
1,5324,1
1,3595,1
1,3404,1
2,12896,1
2,3391,1
2,942,1
2,8669,1
2,15800,1
2,16745,1
2,1844,1
2,1843,1
2,2819,1
2,16495,1
3,8800,1
3,791,1
3,2126,1
3,6331,1
3,4792,1
3,5129,1
3,5266,1
3,800,1
3,7872,1
3,3009,1
4,4973,1
4,756,1
4,706,1
4,721,1
4,892,1
4,2588,1
4,895,1
4,5056,1
4,2991,1
4,776,1
5,5758,1
5,5439,1
5,11904,1
5,13250,1
5,7798,1
5,4035,1
5,4034,1
5,761,1
5,9046,1
5,2678,1
6,7302,1
6,9481,1
6,670,1
6,1964,1
6,8024,1
6,809,1
6,691,1
6,8034,1
6,5531,1
6,6344,1
7,3292,1
7,13406,1
7,10223,1
7,6723,1
7,11253,1
7,7492,1
7,3579,1
7,6247,1
7,3917,1
7,7495,1
8,1545,1
8,2526,1
8,5384,1
8,8898,1
8,9422,1
8,11105,1
8,11321,1
8,11546,1
8,12899,1
8,13587,1
9,2461,1
9,9055,1
9,6364,1
9,6979,1
9,5768,1
9,2215,1
9,7280,1
9,11828,1
9,9849,1
9,5118,1
10,2000,1
10,8469,1
10,830,1
10,8703,1
10,9590,1
10,4899,1
10,2439,1
10,7786,1
10,6620,1
10,14329,1
11,1126,1
11,1423,1
11,3660,1
11,5216,1
11,1128,1
11,7650,1
11,2914,1
11,2992,1
11,11027,1
11,240,1
12,5001,1
12,2094,1
12,4609,1
12,7318,1
12,4012,1
12,1041,1
12,277,1
12,2914,1
12,2768,1
12,11135,1
13,4411,1
13,12259,1
13,15244,1
13,14187,1
13,16045,1
13,352,1
13,4408,1
13,2198,1
13,11277,1
13,14789,1
14,7054,1
14,1929,1
14,1837,1
14,4777,1
14,2589,1
14,2878,1
14,2829,1
14,8071,1
14,7000,1
14,6512,1
15,12681,1
15,4079,1
15,374,1
15,12571,1
15,2533,1
15,7029,1
15,13447,1
15,9533,1
15,7453,1
15,4420,1
16,823,1
16,4179,1
16,6359,1
16,11640,1
16,12826,1
16,15113,1
16,15708,1
16,16045,1
16,16098,1
16,16319,1
17,885,1
17,2635,1
17,1180,1
17,10918,1
17,3012,1
17,8020,1
17,4283,1
17,2637,1
17,9222,1
17,15928,1
18,3591,1
18,441,1
18,4139,1
18,2720,1
18,4667,1
18,6572,1
18,5701,1
18,2821,1
18,3481,1
18,3970,1
19,2464,1
19,3064,1
19,3614,1
19,4235,1
19,4629,1
19,4797,1
19,5836,1
19,5994,1
19,6863,1
19,9700,1
20,14177,1
20,14018,1
20,12462,1
20,13444,1
20,13874,1
20,13443,1
20,11328,1
20,14348,1
20,11158,1
20,13491,1
21,328,1
21,1114,1
21,5620,1
21,2368,1
21,5616,1
21,5889,1
21,5630,1
21,5883,1
21,264,1
21,994,1
22,5882,1
22,944,1
22,5900,1
22,1168,1
22,1210,1
22,5880,1
22,5891,1
22,1664,1
22,1007,1
22,5903,1
23,3687,1
23,6938,1
23,2077,1
23,3659,1
23,9759,1
23,1368,1
23,1372,1
23,1358,1
23,1115,1
23,4585,1
24,14556,1
24,13286,1
24,14449,1
24,14745,1
24,16493,1
24,9693,1
24,13058,1
24,13745,1
24,11956,1
24,7824,1
25,23,1
25,15328,1
25,380,1
25,15584,1
25,15600,1
25,14790,1
25,15676,1
25,7004,1
25,14035,1
25,2533,1
26,5895,1
26,1141,1
26,7554,1
26,7507,1
26,13081,1
26,2159,1
26,1713,1
26,7555,1
26,1720,1
26,4958,1
27,4587,1
27,12825,1
27,3970,1
27,12974,1
27,8851,1
27,12770,1
27,4018,1
27,5223,1
27,8901,1
27,6572,1
28,6807,1
28,6810,1
28,6798,1
28,1950,1
28,3844,1
28,10935,1
28,1084,1
28,3324,1
28,5941,1
28,740,1
29,226,1
29,6544,1
29,2216,1
29,5056,1
29,7827,1
29,1181,1
29,1345,1
29,1213,1
29,4343,1
29,3414,1
30,7018,1
30,6927,1
30,3666,1
30,7519,1
30,2609,1
30,12520,1
30,9162,1
30,2523,1
30,1974,1
30,1104,1
31,4761,1
31,107,1
31,3170,1
31,6423,1
31,11182,1
31,5233,1
31,4759,1
31,10780,1
31,2024,1
31,1525,1
32,14134,1
32,13319,1
32,14105,1
32,752,1
32,3100,1
32,8836,1
32,13898,1
32,14379,1
32,3734,1
32,618,1
33,10495,1
33,11091,1
33,12255,1
33,8420,1
33,2744,1
33,5774,1
33,10304,1
33,10388,1
33,4988,1
33,9893,1
34,15413,1
34,14365,1
34,12043,1
34,10182,1
34,14684,1
34,11838,1
34,15858,1
34,13410,1
34,16101,1
34,16609,1
35,7289,1
35,2221,1
35,6948,1
35,14345,1
35,9867,1
35,2351,1
35,4059,1
35,2835,1
35,4820,1
35,9964,1
36,13577,1
36,9056,1
36,6317,1
36,10089,1
36,10699,1
36,7898,1
36,10651,1
36,917,1
36,6739,1
36,9193,1
37,1130,1
37,2269,1
37,3230,1
37,6413,1
37,9580,1
37,9688,1
37,10910,1
37,11236,1
37,11977,1
37,12293,1
38,1820,1
38,9293,1
38,3468,1
38,3315,1
38,4755,1
38,1745,1
38,9376,1
38,32,1
38,6350,1
38,861,1
39,12505,1
39,15759,1
39,16166,1
39,14629,1
39,13258,1
39,13534,1
39,6325,1
39,13279,1
39,2712,1
39,14574,1
40,5631,1
40,5634,1
40,5622,1
40,5630,1
40,5633,1
40,5626,1
40,5620,1
40,5070,1
40,5621,1
40,5635,1
41,8733,1
41,11159,1
41,1247,1
41,2653,1
41,13742,1
41,8462,1
41,10098,1
41,9025,1
41,822,1
41,2389,1
42,10127,1
42,4454,1
42,5820,1
42,11966,1
42,6448,1
42,7515,1
42,1757,1
42,10790,1
42,1759,1
42,914,1
43,4256,1
43,1948,1
43,1460,1
43,1951,1
43,4251,1
43,10404,1
43,11948,1
43,1041,1
43,1947,1
43,5322,1
44,4181,1
44,1104,1
44,10765,1
44,3808,1
44,5588,1
44,521,1
44,3446,1
44,2397,1
44,1865,1
44,3839,1
45,11164,1
45,380,1
45,6766,1
45,226,1
45,8050,1
45,477,1
45,1226,1
45,2216,1
45,1706,1
45,3419,1
46,650,1
46,229,1
46,619,1
46,1883,1
46,1648,1
46,1885,1
46,5935,1
46,3022,1
46,3442,1
46,5591,1
47,131,1
47,15225,1
47,3464,1
47,14227,1
47,15754,1
47,16619,1
47,15907,1
47,14443,1
47,15471,1
47,15609,1
48,1810,1
48,10776,1
48,3127,1
48,7596,1
48,3212,1
48,4869,1
48,3125,1
48,2023,1
48,4404,1
48,10376,1
49,9147,1
49,2194,1
49,1213,1
49,2944,1
49,7612,1
49,4303,1
49,2216,1
49,1727,1
49,7954,1
49,7465,1
50,50,1
50,5497,1
50,13036,1
50,2240,1
50,5480,1
50,1668,1
50,4965,1
50,5930,1
50,16215,1
50,14649,1
51,328,1
