5 1631 10508 11919 12804 16424
5 6457 8669 13616 15382 15800
5 791 1329 1767 2126 8800
5 706 721 895 4973 5056
5 2678 4035 5494 7798 13250
5 689 690 4075 5772 8034
5 3292 6723 8644 10223 13406
5 1545 2526 5384 9422 11105
5 3445 3446 6956 9055 11906
5 746 2000 2439 4899 14002
5 1128 2451 2452 5216 7706
5 277 2768 4605 6797 12969
5 617 3627 4223 8934 9835
5 1837 1929 6037 7229 8071
5 2533 4420 7029 12571 13447
5 823 4179 15708 16045 16098
5 220 2462 2635 4283 10918
5 441 2719 2721 3970 5701
5 3064 3614 4235 5994 6863
5 6484 10505 11211 14018 14523
5 1122 1664 2596 3321 5879
5 1534 2710 3364 5044 5899
5 2338 2345 3688 6972 8016
5 4689 8755 10648 11819 15066
5 73 15328 15640 15676 16325
5 826 1720 1832 5819 7554
5 4018 4406 5745 6416 15246
5 2597 3329 5590 6802 8346
5 1181 4343 5056 7658 7827
5 1104 1700 1917 3666 7018
5 586 2024 4586 10781 10872
5 3100 4211 6177 13319 14134
5 8420 8504 9893 10495 11091
5 9163 12043 14276 14365 14382
5 70 241 7289 9964 13124
5 6317 7672 10089 10857 11100
5 1130 2269 9580 9688 10910
5 3293 3315 3468 6326 6351
5 13258 13279 14574 14629 16166
5 5615 5616 5621 5624 5631
5 1247 8116 8462 10098 13742
5 914 2044 2686 4454 5820
5 701 1136 4260 4262 8870
5 1104 1865 2397 6169 8406
5 216 1200 2206 9400 11205
5 538 1031 2384 3022 3444
5 4046 8166 10125 11956 16420
5 1620 2927 3127 4404 8336
5 1213 2216 3413 5469 7468
5 5474 6789 13392 13429 16215
5 1181 1203 2390 5793 5900
5 188 289 2498 4646 6479
5 226 1841 3260 3611 4638
5 2657 6303 11082 11776 12555
5 738 3273 4143 5063 9357
5 767 1240 1537 11957 14597
5 2346 3536 6834 9055 9133
5 1226 6976 15223 16060 16175
5 12040 13955 14097 14278 16208
5 671 6096 6101 6920 7159
5 1192 1944 6730 12383 14366
5 247 9824 10585 11003 11921
5 4502 5838 11666 11915 13387
5 937 1152 1903 1910 2753
5 5726 9859 13442 14089 15703
5 2448 7111 9912 10039 15037
5 758 1379 4302 4516 6027
5 3981 8705 8769 11887 12055
5 1740 8614 11407 11450 11484
5 4857 14461 15310 15735 15877
5 1009 1047 1104 1900 4343
5 4101 4548 4932 8012 10012
5 2778 9578 10944 12390 15861
5 2914 5262 7636 8925 11926
5 7604 10984 14502 15484 16853
5 4049 6154 7002 7358 12477
5 2164 4793 5308 5311 12209
5 2947 3018 4307 7918 12308
5 13689 13706 13711 13768 13775
5 998 2794 7922 10305 12481
5 977 5044 6221 6266 6671
5 830 5261 8410 11269 11270
5 294 1407 2251 3128 6586
5 5261 9888 12074 12128 12715
5 386 4078 7591 8181 12241
5 328 3516 8938 9655 9726
5 197 893 2467 5453 6747
5 642 1825 1835 1956 3943
5 680 1478 4223 7567 13047
5 809 2336 4464 9529 11942
5 19 1616 9987 10249 10652
5 29 120 135 149 447
5 1700 5743 6416 12186 13520
5 158 1149 4746 7025 7737
5 274 317 382 750 9701
5 32 7898 8463 11209 12931
5 681 1948 4786 4788 4789
5 755 2793 3176 3973 12056
5 1681 4027 6264 10644 10663
5 139 1461 3921 3922 4427
5 1482 1784 3656 3830 5291
5 1423 2281 2765 5702 9386
5 3866 4671 8692 8864 9814
5 10087 11200 13436 14391 14553
5 255 291 1860 3391 10212
5 546 902 1331 1384 1487
5 12445 14657 15950 16271 16842
5 132 1377 4498 7402 7458
5 14 400 703 1047 4164
5 1028 1050 1866 5588 9579
5 2566 2690 6906 7822 11467
5 3932 3942 6577 8522 10221
5 44 423 2631 4847 8628
5 845 3528 5691 8440 13812
5 1201 1484 2216 8001 9119
5 903 6469 6895 8960 13128
5 97 1520 3457 6034 8049
5 15033 15158 15862 16014 16410
5 48 332 2221 8325 9717
5 453 524 656 2803 4737
5 4484 8028 8360 10857 12173
5 250 2240 5343 8859 13437
5 6570 12526 14726 14872 15911
5 4079 4446 5034 9026 10644
5 1930 3418 4130 4131 7841
5 6098 8117 8618 10526 11930
5 13965 14947 15150 16625 16840
5 5284 7413 9166 9581 12399
5 11576 14973 15614 15702 15874
5 12390 12441 14290 14588 15407
5 1588 12379 15557 16427 16520
5 4037 5459 6644 8816 16477
5 13958 15028 15064 15751 16752
5 2992 3665 3877 6512 9957
5 1435 2299 2689 4538 13220
5 22 1828 2078 3326 4709
5 6446 6482 7823 12942 14342
5 761 1296 4246 4649 5475
5 1027 1104 1490 1790 2485
5 658 830 857 859 864
5 14647 14935 16350 16383 16450
5 746 2080 6798 7672 9835
5 2164 4331 5308 11771 13548
5 8420 9103 10495 12842 13326
5 2 74 303 4822 4823
5 8280 13020 14646 15772 15847
5 280 2800 3981 5780 9759
5 3899 6947 12085 12224 12556
5 69 143 709 7667 12047
5 238 8705 9966 10388 10433
5 2051 11255 11888 14194 15113
5 1164 1209 5711 10158 11171
5 7564 11412 13278 13783 14731
5 2489 11768 12202 12291 14450
5 1562 2613 3663 13082 16325
5 54 276 425 428 14475
5 571 4226 6868 7015 10563
5 4356 7486 10043 10962 12689
5 28 78 112 225 1594
5 15 1474 4032 6341 6850
5 1962 2292 3129 3747 8888
5 4838 14682 14854 16528 16645
5 2306 3642 5356 7735 10631
5 23 746 2292 6347 9533
5 212 2902 4448 7825 8323
5 4648 5098 5680 10163 15309
5 1140 1547 4622 7857 9234
5 2606 2712 2737 3810 3832
5 6652 6694 6867 9859 11136
5 82 491 8761 10354 15807
5 1919 2299 2758 3089 3608
5 647 4849 7691 8733 10064
5 75 5034 7135 7672 8158
5 3679 4896 4924 7328 10774
5 3556 5761 7101 7112 10672
5 706 1350 11950 14736 15377
5 1179 1801 4171 8083 10439
5 1929 2246 4885 4989 11516
5 321 4686 10491 12699 13797
5 2623 3053 3133 12158 12180
5 3005 7578 10100 10437 12236
5 2550 7386 10031 10652 11758
5 9269 14872 14904 16258 16467
5 1805 2931 2964 3251 4512
5 212 2877 6300 7000 8323
5 9459 11179 11229 14073 14244
5 917 7053 8392 10605 13364
5 10256 10469 14703 14765 16844
5 988 5961 6443 9329 9761
5 1231 2091 3051 3293 6196
5 251 2777 2791 5782 5784
5 450 875 1038 2450 2452
5 15743 16822 16866 16896 16961
5 821 863 6084 7743 9136
5 123 2618 2621 4193 5287
5 8748 14988 16318 16501 16789
5 1753 1765 3104 6689 9616
5 921 2232 6083 6231 7740
5 3846 4139 5025 6847 9843
5 1182 1203 1219 6932 7102
5 13651 13660 13689 13755 13788
5 13211 15005 15107 15247 15313
5 5005 7211 7486 9631 11329
5 777 2227 3245 10466 12811
5 9468 15352 15588 16428 16452
5 5330 5620 5622 5624 5632
5 12039 14014 15316 15852 16740
5 4250 4258 5322 7914 10519
5 1557 1885 3399 3835 4944
5 8531 8603 8604 11734 16353
5 2007 2056 2742 3879 7680
5 3750 3763 4660 6879 7633
5 1023 1181 1255 5878 11178
5 1904 4207 6241 11580 12987
5 1131 1136 1138 3981 7170
5 39 1196 3284 16065 16386
5 2339 2868 4534 13979 14031
5 2203 7877 10810 12935 13137
5 27 1213 4737 4738 8095
5 6458 8212 9020 12281 13302
5 3784 4719 6092 7074 10421
5 56 57 59 108 530
5 2794 8511 9103 12469 13514
5 453 1198 5429 7447 7730
5 1548 1680 4693 7629 12800
5 1561 3975 4015 12684 14983
5 1200 2345 3067 4459 5780
5 278 561 2375 5012 15446
5 1005 1542 1590 9144 10621
5 830 2680 2691 2965 7421
5 4862 4887 5768 6956 6978
5 896 2448 5690 7101 7112
5 6997 8174 8540 8673 8674
5 1741 12666 16031 16154 16192
5 2642 3332 5606 5722 6704
5 4660 8943 12272 12492 16045
5 36 1480 1626 3812 4114
5 15582 15799 15856 16007 16514
5 638 7430 9100 10924 11686
5 11309 11824 13924 14012 14475
5 86 1430 2505 6127 8760
5 1918 3808 6353 8773 12853
5 1655 8513 10340 11515 12455
5 1556 8609 11011 11046 13419
5 125 1424 2816 8721 12652
5 161 169 1568 12998 16502
5 7779 13828 14835 16445 16706
5 1104 1937 4069 4731 9162
5 226 6005 10368 11543 12635
5 896 946 1928 2625 7180
5 1700 5836 7947 8654 13554
5 655 4181 5182 7708 9972
5 11795 12765 14276 15614 16707
5 5680 5681 13191 14368 15186
5 790 10524 10848 12791 13023
5 9228 9793 10272 10662 11967
5 9043 9557 10361 10386 10775
5 7751 8075 9965 10036 12743
5 14 703 1556 2507 3495
5 3347 3585 4823 7353 7354
5 3217 3381 5917 7413 16076
5 3187 4555 6439 7509 9276
5 5248 5729 6029 7564 10913
5 148 2509 4484 6326 9272
5 5877 6219 7005 8415 9734
5 3970 5312 5977 9847 10520
5 4179 7647 15086 16043 16318
5 627 725 726 1723 9624
5 6429 7740 8463 12206 14574
5 180 202 5178 8100 10921
5 6334 7339 7792 8372 9621
5 1615 1767 5161 5270 9845
5 11538 13841 15508 15674 16883
5 928 6579 11745 13525 14749
5 1717 2874 4643 4809 15185
5 5193 13546 14148 16336 16520
5 28 1476 4425 4437 4733
5 2462 6788 7025 11646 12156
5 6988 14064 14502 16041 16706
5 329 2888 7437 10470 13364
5 670 689 690 691 874
5 767 10998 11148 11197 12432
5 447 2350 2914 8236 8355
5 17 353 2075 2077 2842
5 426 1149 2895 7516 8937
5 1787 2112 3966 4009 7583
5 1167 2294 3417 6930 12110
5 212 2902 4576 5339 7000
5 1568 1588 9773 16266 16490
5 2012 4520 5643 11624 15798
5 3337 6949 7634 10133 11146
5 1387 1993 2501 3892 7458
5 4257 4258 10523 10660 13978
5 176 1444 1987 4123 8397
5 867 2144 5919 6848 8586
5 7785 9041 16248 16493 16882
5 3741 11964 12190 13943 14150
5 3649 8817 8988 10787 12492
5 247 2221 6321 12664 14665
5 520 6951 8801 13934 14144
5 276 6495 9327 16250 16254
5 4292 5590 7352 7902 9950
5 13631 13651 13660 13675 13703
5 4314 5753 7149 7498 7500
5 807 7973 14878 15097 15363
5 2221 11793 11804 11895 12038
5 10472 10500 11793 14494 14615
5 1856 6043 8038 10262 10614
5 581 2882 2886 2887 3670
5 1808 7458 9203 9883 10273
5 1498 3319 3726 7925 8226
5 9444 11141 12571 13344 16837
5 1840 4318 7962 8203 10213
5 2920 5538 5950 8516 8521
5 9103 12191 12842 13443 14177
5 338 2578 5579 10999 13586
5 2543 2868 5113 13336 15903
5 359 521 921 3673 4630
5 76 226 1036 5110 11058
5 205 1541 9114 10391 11040
5 169 626 2987 3292 3826
5 780 5542 10735 12746 13571
5 6316 8063 8207 9884 11859
5 4138 5163 8634 8641 10493
5 9397 13111 14092 14524 16268
5 1398 3265 4584 5007 9917
5 1292 2194 3393 4545 11629
5 792 2489 10605 12842 14034
5 1200 1586 12080 14589 16239
5 2060 4179 4483 9034 10387
5 3625 4007 5158 7583 8067
5 2914 4778 4779 4780 4785
5 1476 1993 2743 2751 2754
5 908 6128 8714 8776 9229
5 15958 15984 15995 16294 16295
5 4823 6218 6643 9653 9766
5 3428 3522 14362 14672 15801
5 648 876 1717 3603 8343
5 6283 6359 7510 10211 10413
5 1387 1403 3892 7458 12657
5 294 1122 5828 6405 9592
5 14080 14354 14986 15268 15978
5 13682 13699 13762 13766 13786
5 3775 4050 4769 8052 9551
5 8490 8910 10555 11524 11917
5 1567 8124 9779 13239 16700
5 280 598 2787 8110 9546
5 1960 2749 3434 4248 4779
5 390 772 5750 9669 13900
5 5387 6675 11271 12228 12239
5 1836 3981 5034 14576 14672
5 3410 4324 5037 5363 6105
5 2985 3053 4080 7672 14132
5 7215 8952 10247 11921 11959
5 807 4780 4986 5425 5451
5 1937 3345 6405 6698 9124
5 1203 2498 3294 6767 13555
5 3367 5161 15343 16296 16449
5 1211 5584 6207 6229 6439
5 4352 4356 7262 13258 13534
5 143 9664 13265 13426 15809
5 1761 15983 16045 16388 16495
5 5388 6306 6577 6982 13186
5 549 721 742 3274 3478
5 23 2794 5034 8831 8907
5 647 5410 7112 10244 12720
5 1090 1399 2150 3039 5819
5 1090 2523 3919 4131 11986
5 3860 4199 4541 4911 10204
5 797 955 5582 9553 12011
5 4772 7237 8632 12933 16111
5 207 2466 5854 10294 13029
5 7685 8390 10743 13311 15490
5 2445 5331 7110 8090 10377
5 2178 2179 2215 7651 9124
5 534 2921 3552 4459 6466
5 14453 15302 15330 16090 16494
5 4405 12061 12619 13072 13411
5 96 2753 3639 3803 6798
5 6206 9839 11344 13819 16292
5 1456 4774 5446 6489 10491
5 1919 7650 14565 14915 15012
5 3602 3894 7817 9049 9466
5 23 1035 3596 9194 16679
5 630 838 2466 3184 3309
5 3779 10897 11281 11701 16156
5 2788 3930 11328 13010 14877
5 1442 3796 5686 5723 7169
5 400 550 1943 3890 8758
5 334 10000 13793 14871 15070
5 1434 2636 2774 6230 8928
5 3575 9103 12377 13024 14894
5 4924 13028 13993 14119 16785
5 12029 12459 13827 14299 15177
5 1199 6660 7073 11787 12219
5 6840 9066 13488 13908 14875
5 2000 2443 3626 6751 6827
5 951 2916 6045 7350 12694
5 9513 10876 12469 13113 13534
5 5612 14607 15440 16182 16752
5 1770 1862 3271 6644 6662
5 3981 7763 10740 10813 13553
5 2565 5035 8423 9528 9670
5 418 14510 14708 15944 16366
5 1345 2216 2306 4020 8036
5 2314 2712 3703 4077 11025
5 45 1739 7602 9215 10540
5 1008 1818 3332 6570 9267
5 4925 7073 8330 11231 11268
5 2648 2937 5765 6477 7867
5 1035 3421 3808 4650 7537
5 277 14108 15627 16244 16388
5 4285 9878 15245 15505 15842
5 406 504 505 2670 7562
5 328 3838 5309 7169 9982
5 1552 2657 10363 14315 16493
5 109 11567 14515 15012 15970
5 1432 2712 5262 5264 5266
5 3903 7189 7899 9048 10181
5 445 3360 4017 4018 6587
5 3292 4187 5332 6314 12479
5 2540 2867 4497 4924 12330
5 2549 5515 6489 11753 11762
5 845 922 1161 1203 2485
5 243 2489 3573 4841 10086
5 47 4668 5088 9093 9195
5 2229 8805 9334 13541 14080
5 2290 4663 5174 8370 8984
5 5070 5632 11383 11409 11448
5 807 4137 14565 14772 14915
5 655 2338 2797 4580 4800
5 1460 4249 4671 5322 8333
5 978 7868 8745 14248 15016
5 142 1395 2895 3797 10302
5 5911 8873 10910 11711 13025
5 6187 6242 10524 12133 12504
5 154 378 750 4055 11873
5 2814 4966 9689 12007 14050
5 988 2777 8712 9652 9653
5 2765 3673 7826 8917 9813
5 6173 6229 9119 9235 9236
5 1398 1538 9683 11593 12526
5 2152 4113 6218 6404 7289
5 417 2280 4277 5082 10032
5 1709 1710 1714 1715 2739
5 1192 1439 2171 3580 4658
5 2509 2688 6761 7457 10668
5 8748 11300 12335 12379 16616
5 398 775 1372 2791 2795
5 1572 8721 11137 11536 12416
5 1130 3513 9447 10294 14243
5 582 2885 2886 3670 3944
5 2942 6136 16435 16567 16752
5 3997 4025 5427 13732 14773
5 2513 3777 4211 10949 12940
5 5232 9905 12727 13813 16255
5 1204 6944 7025 10269 10830
5 971 972 4000 4075 5274
5 4807 5198 8980 10541 15673
5 682 1402 4516 10955 12554
5 7049 9839 14412 16496 16768
5 1104 1661 2958 7600 7790
5 13983 14623 14670 14720 14918
5 1861 2462 6979 9445 11014
5 447 1919 4161 4435 6932
5 1747 7474 11159 11328 11812
5 477 8237 9966 10663 11109
5 685 1166 13547 14830 15171
5 7022 11338 13079 14384 15786
5 4084 10954 11519 11628 13279
5 10539 13651 13654 13663 13693
5 346 1258 4540 6480 7409
5 4369 10978 11286 13283 13920
5 10926 12587 13505 13728 13933
5 3640 6650 10936 11877 12260
5 5021 8091 8549 11398 13811
5 14 430 1200 2340 3658
5 1255 1891 1898 1941 3497
5 941 2747 5417 6240 6347
5 5680 5803 13130 15459 16622
5 3818 13502 13912 14274 15875
5 1271 4421 10813 12461 13104
5 2489 4489 9305 10043 10798
5 3149 8666 8690 9063 12881
5 8194 11247 12201 13060 16353
5 29 2220 6174 6237 14119
5 1203 1212 1650 2224 2225
5 495 3634 9446 12244 15803
5 13654 13663 13679 13686 13774
5 1041 2868 5772 9940 9941
5 2838 4016 5021 6213 6553
5 502 2414 5803 6012 10565
5 2376 4589 9060 10165 10415
5 11283 11515 11534 15193 15289
5 1338 3478 3811 6858 6940
5 921 2229 6231 9644 12728
5 125 507 965 2991 6544
5 499 4194 6012 6106 6529
5 62 753 8292 16045 16194
5 1735 2447 2768 7997 9508
5 13572 13883 15127 15711 15741
5 1944 2087 2164 6571 10141
5 921 8818 10046 11203 13946
5 1922 5009 5690 5738 12478
5 4263 4264 4674 4675 7346
5 673 845 5558 7582 12049
5 2355 5264 7482 7486 7994
5 286 2345 3896 6938 12264
5 520 8085 8499 13951 14208
5 1039 4323 8503 10720 10870
5 2094 4777 8953 9103 11651
5 2993 4993 10432 12664 14807
5 833 6603 7893 9214 10001
5 4114 4604 6862 7277 9659
5 2124 2389 5027 6211 7225
5 477 484 1645 3284 3935
5 709 2164 3050 7525 8257
5 4691 6301 8098 8727 9038
5 1179 5590 7479 7938 10832
5 189 1245 2506 3175 6367
5 628 2059 4137 12910 14047
5 3714 4089 7719 8975 12970
5 2254 3656 6164 10741 14891
5 950 2902 6045 7927 8514
5 882 3113 5516 8120 12055
5 5175 6673 7142 7408 8177
5 906 1277 2186 2595 9755
5 816 2691 10924 13214 13510
5 4110 6677 6689 6692 8987
5 812 1102 1409 5201 5204
5 107 2840 5441 5450 6416
5 982 1126 3660 7071 7504
5 9157 9947 10444 11418 12673
5 1575 2299 3359 4665 11226
5 888 1936 6349 7357 9490
5 13078 13599 14449 14696 15501
5 65 1944 3616 7255 8854
5 3348 3368 4490 10543 12312
5 2437 3478 4383 5310 6496
5 2118 3550 4010 6431 9814
5 2024 7917 10996 14918 16706
5 1977 5402 8260 9078 14325
5 2300 3645 5716 11820 12018
5 3775 9047 16212 16452 16547
5 1152 6258 6624 7016 7017
5 5388 6667 7577 9561 11271
5 1026 1209 2212 5711 12876
5 839 852 3090 8033 13400
5 213 1200 1588 2138 14289
5 1322 6277 13205 14471 16447
5 199 2184 5211 5245 6091
5 276 7321 8348 9465 13836
5 12508 16544 16653 16769 16912
5 6811 7207 7859 14631 15841
5 438 1122 2165 6219 12082
5 2594 6437 8756 10603 15297
5 107 2621 5406 10066 12577
5 921 4281 4607 8344 9453
5 1951 2822 4687 8839 9371
5 3034 3603 5175 5179 5182
5 7847 8439 9790 12319 13224
5 4018 5977 9387 12974 13472
5 52 243 485 703 2462
5 1507 3579 5129 6899 8635
5 755 1042 1047 1396 1398
5 3662 3982 7110 7212 7215
5 1538 3601 3883 4586 4616
5 605 1973 2256 2515 5106
5 2446 2877 2884 3543 7251
5 755 1398 2789 8020 10741
5 60 1500 1632 1693 13894
5 8728 15423 16564 16804 16830
5 7377 13130 14415 14623 15186
5 993 1002 1006 1011 1018
5 3271 3553 3734 3754 5153
5 1114 2166 6205 7200 8275
5 13722 13753 13756 13778 13780
5 526 746 936 1947 4726
5 684 2516 7772 13600 14912
5 1264 1995 3702 7672 11216
5 3090 5009 5282 5448 10192
5 2123 5941 6669 10176 12200
5 906 1044 3468 4380 4866
5 8160 9164 10983 11205 11328
5 1911 4296 4386 8632 10563
5 806 2970 5357 5373 5607
