3 193 11908 14760
3 13257 16351 21076
3 5740 8780 18030
3 6193 14123 21147
3 480 20988 22186
3 12723 13776 14631
3 1209 13881 15894
3 8063 12244 22943
3 479 1751 13560
3 15701 16519 19854
3 5788 9864 19633
3 2483 17898 23155
3 2250 2648 19865
3 2510 16512 25601
3 2770 10734 24185
3 899 15184 23281
3 11448 12099 25558
3 8398 14693 23591
3 9303 13506 18246
3 6205 12020 13036
3 7824 17247 21792
3 3563 4526 8249
3 120 24444 25716
3 13226 18574 22208
3 620 8407 17487
3 3026 10725 23898
3 14555 17974 24137
3 10859 20043 21297
3 7171 9861 24592
3 2815 10891 14469
3 4905 6858 19020
3 5891 19267 25603
3 2638 9445 17342
3 17733 18183 19000
3 5525 10959 10961
3 7643 11228 13733
3 13465 13915 22718
3 3928 15039 18286
3 11882 16210 22233
3 1274 7732 23423
3 11008 15000 23639
3 8813 11520 14095
3 2894 8946 18280
3 968 3907 7728
3 13021 13495 25888
3 6870 21597 22889
3 5415 14675 23113
3 2424 4300 13123
3 4367 14331 16125
3 7936 14681 21086
3 8725 22168 22815
3 17487 21490 21681
3 715 13599 16694
3 15069 22889 25873
3 11655 13744 13904
3 19268 22889 25664
3 3905 5865 14280
3 12011 19383 20163
3 3056 12099 15914
3 2182 11402 20653
3 5079 5279 10245
3 1835 9222 17691
3 6150 9222 19483
3 5427 18130 19209
3 15542 22119 24983
3 9426 20511 21324
3 6705 13234 18342
3 5875 16338 23466
3 34 2638 9190
3 3131 15163 22889
3 4397 7083 13881
3 12925 13317 22923
3 9222 15094 18876
3 1823 19921 25084
3 3668 6016 19804
3 2099 6609 16260
3 6573 9270 16496
3 249 4558 13481
3 2478 2533 16625
3 16140 21331 21377
3 7374 16142 24407
3 17784 22340 24939
3 15649 18822 23593
3 5313 8020 10694
3 545 14669 25685
3 715 3982 17487
3 2581 20651 21206
3 3690 12541 21647
3 15053 16862 25477
3 400 1339 21938
3 5484 17710 18981
3 5180 9658 19349
3 6445 18532 22079
3 3025 6292 23222
3 4533 11129 14094
3 5344 10699 22233
3 2378 10324 23513
3 7650 16694 17487
3 3702 17964 17983
3 22048 22200 24621
3 3187 8046 13303
3 9299 23639 25873
3 3988 10011 25015
3 10021 14007 19333
3 14744 14746 21041
3 6205 13320 23832
3 891 14005 18328
3 1392 19224 24888
3 12091 21314 21759
3 131 7181 8234
3 8145 25576 25879
3 7302 15054 21732
3 1212 3693 3762
3 8363 25418 25463
3 8578 9241 15050
3 7968 14561 21483
3 3507 4985 18622
3 1474 12676 18220
3 775 1836 3476
3 3989 22119 22889
3 13474 17818 22127
3 3927 4167 15228
3 16815 17954 25285
3 2320 15286 24456
3 400 10989 21366
3 7479 10392 19543
3 6928 7820 11237
3 5548 12025 16311
3 57 18754 23261
3 631 7364 12486
3 14450 18978 24553
3 5009 6112 9911
3 1063 4888 12383
3 9194 10474 13975
3 6742 12922 13672
3 5601 8466 23558
3 3131 9648 20188
3 5486 10267 24030
3 19590 20653 24398
3 2571 3135 19659
3 12470 18712 21590
3 15214 17748 18064
3 1186 11349 22939
3 15914 20373 21929
3 13970 20076 23300
3 758 7242 7619
3 1573 5788 21644
3 5288 14861 24013
3 5262 23043 24329
3 4539 15388 17924
3 13052 15028 23972
3 2863 4012 21852
3 9741 12714 19774
3 7621 8665 23383
3 13784 14451 23485
3 20859 24199 25225
3 2478 17068 21005
3 3469 17802 21199
3 9567 12730 23337
3 8400 9705 16050
3 9865 12541 17487
3 4200 6198 13036
3 1012 8924 16941
3 2486 15865 23023
