3 11908 12727 14760
3 17895 19659 22388
3 2192 4349 20084
3 6193 14123 21147
3 7517 12233 25960
3 6071 12723 14631
3 2533 13881 25722
3 7621 8063 12244
3 479 6051 9850
3 15701 16519 19854
3 8803 9810 12541
3 17898 20318 22111
3 2250 2648 19865
3 2510 4792 25601
3 2751 4754 22811
3 7188 20941 25024
3 11448 12099 25558
3 903 14693 16847
3 7017 8576 25924
3 6205 12020 16826
3 3909 8428 17247
3 4526 8249 15892
3 120 24444 25716
3 20930 22208 23485
3 9431 17487 23281
3 3026 10725 23898
3 14555 17974 24137
3 8445 10859 20043
3 7171 9861 24592
3 15894 19865 23135
3 6085 6858 19020
3 5891 15878 25603
3 2638 9445 17342
3 18183 19000 21101
3 5344 10959 10961
3 7643 22362 22796
3 13915 15833 24952
3 3928 15039 18286
3 11882 16210 22233
3 1274 7732 25001
3 7048 15000 18048
3 8813 11252 12861
3 2894 3920 18280
3 400 3907 7728
3 3882 13021 25888
3 3715 19671 25869
3 11221 11405 15351
3 2424 4300 13123
3 5425 10507 11778
3 7936 14681 21086
3 18832 19558 23180
3 64 21490 21681
3 13599 16694 17487
3 11158 15407 22889
3 13744 15542 25015
3 19268 22889 25664
3 3905 5865 14280
3 12011 19383 20163
3 3056 12099 15914
3 2182 2783 11402
3 1973 5079 5279
3 2278 9222 12452
3 455 9222 20966
3 5427 18130 19209
3 15542 22119 24983
3 8576 9426 20695
3 6705 18342 18667
3 16338 17790 23466
3 34 2638 9190
3 3131 15163 22889
3 7083 13881 24395
3 12925 13317 22923
3 3947 9222 15094
3 5582 16544 19715
3 6016 10920 16227
3 6609 13278 16260
3 2679 14422 25294
3 11817 15914 18152
3 2478 2533 16625
3 16140 21331 25448
3 7374 16125 16142
3 17784 22340 24939
3 9601 18822 23593
3 5313 8020 10694
3 545 2822 25685
3 715 3982 17487
3 5783 17351 25494
3 3690 12541 21647
3 7652 14788 15053
3 400 1339 21938
3 5484 17710 18981
3 1203 1423 22495
3 18532 22079 23799
3 6292 20586 23222
3 5222 9992 14094
3 1684 2105 5673
3 2378 10324 23513
3 7650 16694 17487
3 5558 14777 17983
3 4013 5672 24621
3 2478 2571 17446
3 9299 23639 25873
3 3988 10011 25015
3 4501 7325 19333
3 14744 14746 21041
3 6205 13320 23832
3 891 14005 18328
3 6148 23945 24888
3 9095 13079 15629
3 131 7181 8234
3 8145 25576 25879
3 7302 15054 21732
3 15089 19808 23358
3 8363 25418 25463
3 14669 16495 20871
3 1650 14561 16524
3 3507 18622 23750
3 12132 15029 21964
3 775 1836 21144
3 3418 4200 25707
3 13474 17818 22127
3 6945 9132 16914
3 17954 21920 25285
3 15286 22903 24456
3 400 10989 10990
3 7479 10392 19543
3 7820 13456 16789
3 5548 12025 16311
3 57 4691 16384
3 629 631 7364
3 17881 20775 24142
3 5009 6112 9911
3 1063 8903 16876
3 1782 13861 19470
3 6742 12922 13672
3 12008 22003 23586
3 3131 9648 20188
3 5486 17703 24030
3 19590 20653 24398
3 3135 14933 19590
3 12470 18712 21590
3 10671 17748 24819
3 11349 17487 22939
3 6664 15914 20373
3 20076 23300 25477
3 4483 13044 15290
3 1573 4660 5788
3 5288 14861 24013
3 5262 9936 20593
3 1423 10930 25397
3 1101 12290 23183
3 78 12456 21895
3 9741 12714 19774
3 7621 8665 23383
3 11510 13784 14451
3 10503 11934 16890
3 8865 17068 21005
3 3469 17802 21199
3 12730 17239 21271
3 3074 9705 25354
3 138 8803 12541
3 16625 20000 21564
3 1012 8924 18846
3 15865 18019 23023
3 16573 21147 25897
3 660 12589 19501
3 5174 7291 20070
3 3573 5214 16496
3 2002 9567 21688
3 16065 20595 25368
3 8687 9222 18571
3 2120 16694 20079
3 5632 8419 13130
3 10550 17924 21765
3 5065 11953 12463
3 4936 6641 24142
3 5358 15798 20962
3 15407 15426 18856
3 11456 12112 24377
3 1897 20538 23507
3 7892 14530 16474
3 10117 13910 17239
3 2450 9206 10577
3 8625 13326 16705
3 10815 21895 22246
3 9004 14269 21223
3 3382 12978 18580
3 2172 2379 2398
3 8079 9961 25372
3 13765 15166 25465
3 4786 7330 19510
3 9521 13396 22263
3 849 6356 25151
3 3604 16413 24780
3 13599 16694 19883
3 3262 14008 21490
3 588 6606 20451
3 143 11757 24648
3 2898 3237 25601
3 21368 21739 23594
3 6282 21431 25418
3 7390 13044 19360
3 9047 16399 21079
3 10220 13294 18278
3 10990 15407 25103
3 6774 9222 21170
3 4599 6603 18549
3 2204 4270 21169
3 1129 3614 16694
3 6717 9660 17883
3 779 3354 6543
3 6148 23981 25210
3 13331 13427 23600
3 115 1977 24992
3 13768 22233 24401
3 4936 5538 25742
3 18473 20337 23976
3 138 10293 14707
3 6203 19923 20082
3 19856 21525 25873
3 1550 13997 19277
3 5503 8764 20043
3 6442 9895 12965
3 2734 9328 17187
3 18585 22340 23676
3 16461 18794 22903
3 2161 3016 13321
3 2551 9567 17384
3 10165 10431 24925
3 6205 8217 24553
3 2788 4765 20357
3 8826 23115 25759
3 7344 18861 25796
3 11817 18883 23482
3 1704 14489 17915
3 6397 10985 20906
3 1376 17374 18367
3 5472 12341 23869
3 10100 20811 24472
3 5907 16553 23178
3 638 3797 25215
3 844 10726 15385
3 1823 16846 19533
3 1111 8355 20071
3 5697 15701 16519
3 6332 19229 19470
3 19436 19526 20829
3 2469 4882 25958
3 163 7291 17382
3 14766 17486 20786
3 16927 19745 22339
3 4010 10401 13765
3 3989 12299 25251
3 9222 19396 24561
3 8293 10665 18488
3 7717 11004 22176
3 4712 5488 22385
3 1575 9636 15394
3 1146 24315 25679
3 6914 11759 19744
3 12267 14953 24255
3 546 9984 16743
3 1261 17487 25569
3 8912 13704 23033
3 1218 5831 19235
3 1301 3084 9403
3 410 20089 25261
3 1646 15061 25343
3 9014 10876 24784
3 436 16055 18864
3 5730 7837 8628
3 2756 9177 15336
3 1693 3944 19779
3 14762 14764 25821
3 2124 3614 18449
3 12165 12882 19186
3 9495 19229 21580
3 8948 9680 24951
3 3016 3303 6654
3 2594 5259 6699
3 2679 3386 14070
3 10011 19254 22889
3 2071 16778 20541
3 13810 21603 23676
3 4377 15001 25923
3 5775 8354 20738
3 10324 18181 23507
3 1905 2660 5788
3 3738 20687 24242
3 737 11745 20573
3 10045 23671 24584
3 1304 3988 15280
3 714 13751 25825
3 4414 16793 21315
3 2661 24954 25024
3 18438 19303 24041
3 1463 2577 7556
3 3864 10340 10341
3 9571 19975 24035
3 998 1568 23566
3 4810 12983 19053
3 11101 21317 24362
3 11583 21673 25311
3 8576 14608 19865
3 14173 19037 20935
3 3495 9548 12998
3 7228 7634 7657
3 267 10669 14258
3 3237 5165 8398
3 6645 15662 24664
3 11166 18176 25633
3 11156 11661 25875
3 6659 16214 18839
3 4562 16694 22320
3 7904 10745 24770
3 13513 17962 24672
3 2724 19110 21653
3 16702 18122 22889
3 2762 4506 16027
3 6992 15739 19761
3 8094 18542 22810
3 13643 15597 20349
3 7148 9355 17914
3 4074 15137 22665
3 4770 6890 23437
3 4779 21678 21840
3 13599 16195 24458
3 15544 19729 24114
