
10 2248 2571 4196 6425 13257 16351 21076 21637 22388 24398
10 1736 2192 4969 5740 9456 12693 17022 20084 21021 23691

10 6603 9934 9969 10541 11860 12053 14994 19172 22186 25358

10 1209 3303 4970 8727 9066 15894 20576 24971 25233 25555



10 3107 3834 5788 8803 9400 9810 9864 9865 12541 25418



10 1336 1388 1929 4606 4754 11090 16894 18471 20100 23869
10 899 3624 5749 9526 14760 15184 15325 16568 22064 22379


10 145 7017 8682 9303 12543 13506 16390 18099 18246 21234





10 160 620 3379 7214 8331 8407 8820 9431 17487 23281




10 876 2815 6795 10891 14469 15894 19865 21711 21756 23135





10 213 1437 7148 7259 16586 17953 19276 21179 22796 25228





10 311 5261 5381 8813 9718 12130 14095 15988 20670 25602



10 3715 6870 9384 12655 15898 16191 19671 22330 22889 23337
10 5415 11221 11405 13778 14675 14749 15351 16879 17203 23113



10 1205 1445 5992 7260 8707 12697 19558 21643 25154 25894
10 64 797 2872 3892 8888 16544 17181 17487 21490 21681







10 2783 6990 11402 12086 17549 20078 20653 23781 23849 24527





10 2009 8576 18021 18526 18538 21324 21341 22874 22963 23552







10 6260 13144 13948 16544 19715 19921 20202 23356 25084 25555


10 6573 6916 14814 15893 16496 16566 18918 20033 23052 25294
10 4441 4558 10671 10675 11817 15914 18152 21765 22008 23242








10 2581 4358 5783 12219 12925 14641 14942 17351 20651 25494

10 3176 3191 6706 7652 10800 14788 15053 20138 22036 25477


10 1374 3340 5180 5477 6805 10224 11135 15688 19078 20245



10 233 1684 2105 5340 5344 5673 8383 10699 22233 23879




10 689 2248 2518 5926 6700 7856 13207 20760 22183 25940






10 1338 1392 6148 7556 12552 12627 18981 19224 23945 24888




10 628 1212 3693 3762 10502 11040 11577 15089 17308 19808

10 2035 8578 9241 10171 14669 14722 15050 16495 18446 19744


10 2671 4989 9532 10909 15767 19337 21482 21504 21964 23740

10 3418 3959 3989 7784 19785 22119 22889 23339 25707 25873

10 2671 3927 4167 6945 7874 9132 15228 15515 16793 23646




10 4538 8745 9976 13456 15206 16371 17864 19018 19067 20803






10 1544 1782 9194 10474 13861 13975 19470 25539 25633 25651

10 8466 10424 12008 17626 17768 18003 20682 22003 23586 25886

10 1234 4782 8418 10267 13627 17574 21613 24030 24668 25890







10 758 4483 4795 7242 8172 8576 13524 18630 25295 25812



10 35 1423 6168 13409 15388 17924 19027 23573 23936 24511
10 1278 2513 5092 9269 13245 15928 16539 16629 16677 23531
10 78 2863 3864 4012 5510 7245 8536 12456 21191 21852






10 984 1046 9567 15615 16474 16958 18765 21170 21271 23337

10 4936 9864 9865 10942 12541 15615 16876 17487 22889 23945
10 944 1193 1610 3041 4200 5960 8859 18608 23507 25645




10 905 2456 2783 3262 5420 6833 8531 14683 16686 18007

10 1046 2002 4296 4970 5105 10805 14605 16914 21688 22167

10 5176 9472 11211 16413 17860 19111 19633 20330 22646 23967

10 4261 5613 6066 7845 8419 9431 13854 20285 21957 25011

10 1284 2051 5065 6990 9601 11953 16942 21169 22685 24989
10 3016 4873 6641 9571 13465 14688 14700 21578 21755 24142




10 3121 6870 7652 16474 19865 20576 21699 23466 24820 25555

10 792 4487 11540 13601 20395 21283 21652 22070 22228 22428




10 715 2172 8552 8992 9222 13666 19355 21238 21536 24792
10 5570 5721 6930 8274 10675 16694 23405 25198 25372 25472
10 4590 10340 10896 13765 15167 17270 19082 23669 25465 25886

10 1150 1957 4258 9521 13396 16226 19049 22830 24264 25241



10 1434 3540 4937 5411 5855 6700 12614 18226 21508 24199

10 143 410 1307 1817 4775 5521 7482 13678 24013 24648
10 684 2898 3047 3237 4660 5165 14223 19959 20769 25601
10 715 849 5240 11136 12305 17487 21368 21739 22889 23594



10 3908 7461 9106 13182 18202 19432 20588 22234 23883 25449

10 6774 10117 11000 14153 15069 15411 19539 22516 22889 24100
10 2754 6603 12639 17125 17772 20710 20986 23758 25254 25800
10 1823 2513 4626 13599 16900 19857 21294 24130 24892 25055
10 1129 3106 3167 3614 3776 3978 17039 17619 20806 23769

10 4251 4309 9067 10343 16429 17487 22073 23215 24055 24586
10 3994 7633 13838 15766 15976 18366 21762 22804 23865 25430


10 1414 4583 6643 12234 13130 13768 13808 19642 22233 25768
10 4936 6181 13278 13467 14225 15479 17487 21755 24513 25742
10 2378 7520 7542 8257 9571 16349 16675 17106 23991 25899
10 138 3131 5569 8865 9535 10942 10990 11603 16675 25664

10 4285 4375 6181 9760 10516 13984 16234 17503 21611 23578
10 223 1550 8927 11629 14602 17487 19184 19277 21566 21930


10 1305 5426 5454 7188 7664 18059 18833 19079 25317 25322





10 265 7720 8217 9237 10942 12189 17228 19341 20115 24553

10 1192 9778 11516 12680 15894 18023 20160 20451 20452 23115
10 5969 7344 7444 11359 13420 17487 17672 18949 24713 25796







10 2217 3892 4453 9495 14506 14902 15894 16927 21711 24119
10 844 6907 8871 10218 10332 10726 12918 13599 19314 24431





10 2793 3923 4102 4882 9097 10117 10990 22658 23458 24752

10 7871 8710 9368 14766 19412 20786 20848 22870 23050 23070


10 968 2132 3989 11236 12299 16334 22601 23140 25217 25251


10 197 1283 7717 11281 11759 19403 19534 22176 24519 24818
10 2571 3765 5488 7542 15615 16294 17106 20834 21073 22889
10 1888 5432 5830 7487 9636 12889 19379 23391 24178 24713
10 1146 6176 8020 10901 11842 13618 20534 25141 25474 25679
10 171 1455 6633 6914 8971 9563 10515 11759 12096 19744




10 1218 4951 5338 5831 7237 8182 14213 19235 22601 25555





10 5170 6914 7633 8697 10046 12550 13672 16351 16544 19138

10 2044 4552 6058 7551 9011 9100 14250 18968 19779 20064



10 3154 3187 3574 9495 10107 12275 21580 21828 24142 25706
10 3384 5075 7980 8208 9680 9843 12941 19105 19742 24951
10 3016 3303 4296 4936 6641 6654 13992 22354 22601 25657









10 3530 4684 9572 10391 11671 15319 18973 19561 24242 25545
10 737 4382 4391 4531 8792 11745 15490 20573 20998 22260




10 2661 6796 6892 6925 8230 11317 15137 15325 16477 20238


10 3863 3864 5398 5510 7799 8260 8536 10340 18701 21147

10 998 1568 1772 5494 5986 8695 15143 15460 21631 23566
10 793 1275 4810 12983 13964 16211 16784 16897 19053 25675
10 639 7222 8410 9997 9998 18014 20730 21052 23173 25200




10 5259 5668 7228 8331 9490 13501 15184 18323 25094 25119



10 3303 3834 8261 8584 9222 14026 14887 15522 17902 25633



10 2772 3728 7904 8768 10745 11520 17449 18372 20127 24770
10 815 7031 9368 9526 12368 16582 17770 20706 21848 25333

10 10117 11294 14223 14294 14933 16660 16702 18122 18956 25643


