
10 1506 2248 2571 15716 16351 17848 21076 21637 22187 25818
10 1736 1870 2192 2847 4349 4539 8780 9456 18030 23691

10 3261 4247 9563 12233 12468 14333 14994 15023 23845 25358

10 1209 2533 3303 6000 7652 9066 14687 20576 24971 25555



10 3107 3834 5788 8803 9400 9810 9864 19633 22889 25418



10 1336 2770 3808 6574 6927 18177 18471 23043 23148 25731
10 329 7776 7994 9526 10734 11591 19793 20794 20941 22674


10 145 2738 8576 8682 9601 13506 18099 18246 18326 21234





10 160 620 3379 7214 8331 8407 8820 9431 17487 23281




10 876 2815 6795 10891 14469 15894 19865 21711 21756 23135





10 1437 4204 7148 7643 7918 13733 17953 20087 21179 22796





10 7261 8137 9187 11005 11252 12955 13575 14291 20670 22192



10 3715 6870 8540 9384 12655 15898 19671 21597 22516 25869
10 5415 11221 11405 13778 14675 14749 15351 16879 17203 23113



10 6023 7170 9907 13933 20647 20931 21258 21643 24917 25894
10 64 797 1823 2872 3892 16544 17181 17487 21490 21681







10 2182 6015 6990 11402 12086 17549 20078 23781 23849 24527





10 3264 7091 9426 12001 13358 13777 15019 15826 18021 19522







10 4483 5582 10467 13948 16544 19715 20202 23356 25084 25555


10 6573 6916 9270 14422 15893 16496 18827 18969 20033 22027
10 4558 10671 10675 11817 14500 16046 18152 20662 22008 23242








10 2581 4358 12219 12925 14641 14942 17351 20651 21206 25494

10 3176 6706 7652 10800 14788 15053 16862 20138 22036 25477


10 1269 1423 3340 5477 9579 9658 10224 11135 15688 20245



10 233 1684 2105 5340 5344 5673 8383 10699 22233 23879




10 6988 8604 10304 12076 12514 12732 13303 16005 17487 20760






10 1338 1392 6148 7556 12552 12627 18981 19224 23945 24888




10 628 1212 3762 10502 11040 11577 15089 17308 19808 23358

10 2035 8578 9241 10171 14722 16495 16983 18446 19744 20871


10 1474 4245 12743 14544 15977 16732 20918 21964 22905 25932

10 2156 3959 3989 4200 7784 20099 22119 22889 24131 25707

10 4167 5244 7874 9132 11257 15515 18887 23058 23646 24142




10 4538 5590 6928 8745 9976 11237 13456 17864 19018 19067






10 1544 9194 10474 13861 13975 19470 22868 25539 25633 25651

10 5601 8466 12008 17768 18003 20682 22003 23175 23586 25886

10 4782 5486 8418 16600 17574 17703 21613 24030 24668 25890







10 758 4483 7242 7619 8172 8576 13524 18630 24191 25812



10 35 1423 5602 6168 10930 21256 23936 24116 24511 25397
10 309 5232 9153 15028 17685 23183 23316 23327 23972 24658
10 2863 3864 4012 5510 7245 8536 12456 21191 21852 21895






10 1046 12730 15615 16958 17239 18765 21170 21271 22601 23337

10 8803 9495 9864 9865 10942 15615 16876 17487 22889 23945
10 1610 5960 8859 13533 15307 15980 16625 18720 19014 19888




10 6774 6874 10156 12758 16826 18007 18453 20121 21170 22601

10 2002 3135 4296 5105 5750 10805 14605 21688 22167 25643

10 6389 9222 9472 15728 17860 19633 20330 22516 22646 24280

10 1823 2737 2958 7845 9431 12679 13130 21710 21762 21957

10 1284 5065 7031 8608 12463 14154 16942 18099 24773 24989
10 3016 6336 6641 9571 13594 13700 14688 14700 21578 24142




10 1209 3121 6870 7892 13957 16474 19785 23466 24820 25555

10 3051 5904 10577 10634 13907 16973 18393 21490 21652 22228




10 715 2172 2379 2398 8552 9222 13666 19355 21536 24561
10 310 5570 5721 8274 9796 9961 19169 21521 25372 25472
10 4010 5510 6350 10302 10340 10896 12619 13765 15167 17270

10 1150 1957 4258 13396 14287 16226 19049 22263 22830 24264



10 1434 6700 9328 12614 14008 14476 15628 17303 20011 21131

10 143 410 1307 2698 4775 5521 8605 11757 13678 24648
10 1826 2898 3047 3237 4401 4660 5165 14066 14223 20769
10 271 849 5240 11136 11154 12305 17487 21368 22889 23594



10 967 4812 7276 8888 9266 15137 19334 21124 21490 24394

10 6774 8950 9222 13700 14153 15069 15411 19539 22889 24100
10 2754 6603 6844 12639 17125 18549 20710 20986 23758 25800
10 1823 2204 4270 4659 9269 13385 13996 19688 19717 25055
10 1599 3614 7288 7819 9769 10842 16111 17102 17329 20849

10 1836 3354 4251 8628 9067 10343 15465 17984 22073 23215
10 4455 4472 6288 7421 7473 17846 21762 22955 23865 23981


10 1414 1541 6643 10546 10645 13130 13768 15221 22813 25768
10 4710 5831 7951 14225 15479 15632 20148 21755 22889 24513
10 7520 9571 13444 15296 16349 18473 22533 23976 23991 24398
10 4134 9535 10293 10942 11314 15069 17080 24196 25664 25873

10 4710 10516 10760 10772 13467 13499 17503 20099 21514 22213
10 1064 1550 11629 13997 14602 17487 19184 20872 21566 21930


10 4302 4636 10849 10949 12148 14099 15258 18833 19724 21062





10 265 6205 7720 8217 9237 12189 17228 18669 19341 20115

10 7245 9778 11589 12680 18023 20160 20451 20452 23115 25505
10 5969 7344 7444 11359 17487 17672 18861 18949 24713 25796







10 638 4892 4895 7164 9495 21632 21711 22028 24142 24456
10 844 7520 8871 10218 10332 12918 13599 15385 19314 24431





10 2469 3923 4102 4882 10117 10990 16423 19304 24752 25958

10 7871 8710 17486 19412 20786 20848 22038 22870 23050 23398


10 968 2132 3989 11236 12299 16334 23140 25217 25251 25899


10 197 1283 14405 15785 19403 19493 19534 20760 22176 24818
10 2571 4712 5488 8915 15615 16294 17106 19590 22385 22889
10 344 1575 5432 12536 12889 15796 15830 16059 19379 24178
10 1146 6176 10901 11842 12835 13618 17886 24315 25141 25679
10 171 6633 6914 9563 10503 10515 13971 16242 21673 23281




10 53 4951 5717 5831 6823 8182 14213 19235 22601 25555





10 1691 6914 7837 8628 8697 9601 10046 12031 13672 19138

10 2093 6666 9100 9657 16408 18487 20859 22775 22930 23455



10 5218 6303 8199 10107 13058 13339 18925 22699 24013 25706
10 5075 7980 8208 8948 9680 9843 12941 19742 19906 24951
10 3016 3303 4296 4936 6654 13992 17056 22354 22601 25657









10 3738 4806 6552 11671 14434 14527 15319 16156 18973 19561
10 737 4382 4391 4531 8792 11745 15490 20573 20998 22260




10 690 1094 2661 5834 6925 11317 13702 20238 22038 25024


10 3863 3864 5398 5510 8260 10340 10341 18701 21147 25181

10 998 1568 1772 5494 5986 8695 15143 15460 21631 23566
10 793 1275 1996 4810 12983 13964 16211 16784 19053 25675
10 639 3721 7222 9998 17823 18501 20730 21052 21054 22666




10 4293 5259 5484 5668 7228 7634 9490 18323 25094 25119



10 3131 4751 4823 4873 8261 11166 12687 15522 17902 22516



10 2772 3728 7904 8768 10745 11520 17449 20127 23671 24770
10 3609 6135 7382 10204 11175 12219 12614 22230 22527 24919

10 10117 11294 14223 14294 14933 16660 16702 18122 18956 25643


10 203 7804 8094 16021 17622 18542 19745 22810 24611 25938
10 3957 9003 13338 13643 15597 15825 20349 20714 21490 22272


10 2396 2571 3312 5158 6806 10062 13007 19590 23437 25253

