-0.10409 -0.19825 0.16051 -0.58310 0.28602 0.86362 0.21150 -0.52377 0.37828 -0.05577 -0.55304 0.43740 0.42382 -0.19687 -0.86171 0.24417 0.33468 -0.95314 0.67030 0.96226 0.35555 0.55033 0.16740 0.56384 -0.14171 -0.13332 0.20712 -0.18708 1.72064 0.48646 -0.40704 1.34444 -0.86086 0.53573 -0.32873 0.55206 -0.01985 0.25384 0.40872 -0.47967 -0.20865 -0.93359 -0.34098 0.24814 -0.57444 -1.44880 -0.41842 -0.96906 0.26935 -1.27930
0.49313 0.34950 -0.86267 0.69471 0.51753 0.20955 -0.27712 -0.06688 0.21511 -0.27745 0.14497 0.46568 -0.13549 0.38045 0.74015 0.75570 0.34425 0.12306 -0.28112 0.51877 0.35379 0.35050 -0.46949 0.75964 -0.04715 -0.34809 0.85245 0.42402 -0.76881 -0.32259 -1.01133 -0.27919 0.01573 0.23264 -1.67340 -0.26488 0.24706 -0.30278 -0.45629 -0.46237 -0.30180 0.96672 0.02247 -0.07130 0.54832 -0.10070 -0.20657 0.84284 -0.60953 -0.47768
-0.15541 -0.43732 -1.09566 0.68172 -0.67475 -0.49648 0.12941 0.71689 0.59176 0.45516 0.17944 0.22408 -0.29634 0.25206 -0.27995 0.01230 -0.41443 1.47316 0.08173 0.09632 -1.50557 0.06377 -0.40779 0.57164 -0.06673 -0.33342 -0.61682 -0.70671 0.10089 0.10662 1.45180 0.02388 1.18005 0.65786 -0.31627 0.24321 -0.75928 0.84570 -0.64361 -0.54345 0.68328 -0.91848 0.22082 -0.06574 0.75810 -1.07393 0.10407 -0.59805 0.07942 0.55674
0.92842 0.57499 -0.85583 -0.08376 -0.87834 0.12470 -0.91110 1.10649 -0.67290 0.16473 0.27987 1.10615 -0.35638 0.44242 -0.29266 -0.46532 -0.73799 -1.20305 0.63814 0.36391 -0.99299 0.12426 -0.70411 1.02164 -0.00204 0.35567 -0.07504 -0.30352 -1.22107 0.20911 0.68707 -0.55385 0.18361 0.60350 -0.02708 0.00757 0.03020 -0.09873 0.07601 0.38667 -1.16912 0.50998 -0.15507 -0.15364 1.30699 -0.34827 -0.62649 -0.06882 0.84578 0.13224
0.02952 -0.03282 -0.07016 -0.03988 0.00693 -0.02080 -0.04730 0.04434 -0.03704 0.01852 -0.03999 0.07584 0.09426 -0.02693 -0.00162 -0.01384 0.05392 0.01387 -0.02978 -0.10038 -0.00501 -0.01803 0.01160 0.01343 -0.03329 0.02261 -0.05316 -0.05600 0.00094 0.05834 -0.07882 0.03171 -0.04646 -0.07382 0.03211 0.00475 0.02550 0.03430 -0.02310 -0.03647 -0.00546 -0.02310 0.08760 -0.02279 -0.08226 -0.02852 -0.03848 0.07128 0.10066 0.09732
-0.63207 -0.95363 0.69221 0.45876 -0.29379 -0.53366 0.09347 0.95413 -0.12818 0.72565 -0.73219 0.34496 0.73176 0.07145 -1.34135 -0.84778 0.52618 -0.46341 0.11706 -0.25989 0.51518 0.31887 -0.64699 -0.27926 -0.01090 0.55404 0.10279 0.30565 0.45572 0.15034 1.15462 -0.65610 -1.18516 -1.09864 0.27631 0.14932 -0.71950 -0.08513 0.36490 0.78354 -0.42140 -0.78182 -0.04907 1.21294 0.37805 -1.24874 0.46085 -0.34640 -0.01020 0.56596
0.04847 0.98636 0.30221 -0.01317 -0.39446 0.92616 -0.80902 -1.57345 -0.53272 0.09621 0.38539 -0.19850 1.71283 -0.17015 0.47926 0.78525 -0.58461 -0.72162 -0.72297 0.27587 -0.19576 0.08651 -0.19357 1.24252 0.53739 0.16788 -0.90553 -0.08463 -0.03415 0.91861 -0.25076 0.39300 0.15115 -0.37916 -0.95171 -0.31536 0.35703 -0.08710 0.08637 -0.92077 0.18421 -1.58318 0.25528 -0.31842 0.39955 0.68957 -0.82431 0.28930 0.65877 0.45937
-0.00813 -0.04750 -0.01250 0.00739 0.00918 -0.00033 -0.07859 -0.04116 0.03065 0.04250 -0.01974 0.06339 0.07029 0.03134 -0.01198 0.03504 -0.08724 -0.08479 0.07446 -0.00714 0.00218 -0.15217 0.07722 -0.04514 -0.00144 0.05411 -0.09121 -0.02989 0.03453 0.04253 0.00071 -0.06422 -0.05139 0.03694 -0.06399 0.06548 0.01878 -0.01912 0.00379 0.04011 -0.07955 -0.00514 -0.01249 -0.11676 0.06744 0.05470 0.06729 0.01128 0.04891 0.06234
-0.09891 -0.00041 -0.02173 -0.03471 0.03824 0.02260 -0.05794 -0.03493 -0.01179 0.08416 0.13022 -0.05393 0.07253 0.05553 -0.12471 -0.01632 0.10320 0.05222 -0.08971 -0.14054 -0.02946 -0.03782 0.11640 -0.08221 -0.00625 0.20831 -0.00716 -0.09732 0.06559 0.00289 -0.02893 -0.07059 -0.00213 -0.06930 0.07743 -0.12303 -0.00858 -0.01465 -0.01898 0.00332 0.10704 0.07753 -0.05591 -0.03167 0.03766 -0.03675 -0.07744 -0.00722 0.03621 0.02488
-0.42158 0.05132 0.58043 -0.39966 -0.42152 -0.55926 -0.17532 0.82587 0.50522 0.97768 -0.24293 -0.15825 -0.21801 0.43880 0.72594 -0.17028 1.00306 -0.04187 0.24419 0.65606 0.11501 0.21062 -1.02543 0.37786 0.18393 0.17982 -0.19960 0.26232 -0.01031 0.89470 0.25603 0.50468 -0.61412 0.53632 0.89132 -0.93716 -0.16057 -0.66554 0.12537 -0.66138 -0.37460 0.40356 -0.49899 -1.19805 0.38163 -0.65554 -0.27261 -0.40837 -0.50982 -0.29997
